ID,Kanji,Old_Kanji,Radical,Year of Inclusion,Strokes,Grade,JLPT-test,Name of Radical,English Meaning,Tamil Meaning,Reading within Joyo,Reading beyond Joyo,Kanji Classification,On within Joyo,Kun within Joyo,Stroke Order Image
70,英,,艸,1981,8,4,4,Kusakanmuri,England,இங்கிலாந்து,エイ,はなぶさ、はな,形声 Phonetic,ei,-,英.gif
72,栄,榮,木,1981,9,4,2,"Ki, Kihen",prosperity,செழிப்பு,エイ、さか-える、は-え、は-える,ヨウ,形声 Phonetic,ei,"saka(eru), ha(e), ha(eru)",栄.gif
100,塩,鹽,鹵,1981,13,4,2,"Tsuchi, Tsuchihen",salt,உப்பு,エン、しお,,形声 Phonetic,en,shio,塩.gif
120,億,,人,1981,15,4,2,"Hito, Ninben, Hitoyane",hundred million,நூறு கோடி,オク,,形声 Phonetic,oku,-,億.gif
134,加,,力,1981,5,4,3,Chikara,add,சேர்,カ、くわ-える、くわ-わる,ケ,会意 Com. Ideographic,ka,"kuwa(eru), kuwa(waru)",加.gif
141,果,,木,1981,8,4,3,"Ki, Kihen",fruit,பழம்,カ、は-たす、は-てる、は-て,くだもの,象形 Pictographic,ka,"ha(tasu), ha(teru), ha(te)",果.gif
151,貨,,貝,1981,11,4,2,"Kai, Kaihen",freight,சரக்குப் போக்குவரத்து,カ,,形声 Phonetic,ka,-,貨.gif
162,課,,言,1981,15,4,2,"Gon, Gonben",section,பகுதி,カ,,形声 Phonetic,ka,-,課.gif
168,芽,,艸,1981,8,4,1,Kusakanmuri,bud,மொட்டு,ガ、め,,形声 Phonetic,ga,me,芽.gif
178,改,,攴,1981,7,4,2,Nobun,reformation,சீரமைப்பு,カイ、あらた-める、あらた-まる,,形声 Phonetic,kai,"arata(meru), arata(maru)",改.gif
185,械,,木,1981,11,4,2,"Ki, Kihen",contraption,சாதனம்,カイ,,形声 Phonetic,kai,-,械.gif
199,害,,宀,1981,10,4,3,Ukanmuri,harm,தீங்கு,ガイ,,会意 Com. Ideographic,gai,-,害.gif
202,街,,行,1981,12,4,1,Gyoogamae,street,தெரு,ガイ、[カイ]、まち,,形声 Phonetic,"gai, [kai]",machi,街.gif
210,各,,口,1981,6,4,2,"Kuchi, Kuchihen",each,ஒவ்வொன்று,カク、おのおの,,会意 Com. Ideographic,kaku,onoono,各.gif
218,覚,覺,見,1981,12,4,3,Miru,memorize,மனப்பாடம் செய்,カク、おぼ-える、さ-ます、さ-める,,形声 Phonetic,kaku,"obo(eru), sa(masu), sa(meru)",覚.gif
252,完,,宀,1981,7,4,3,Ukanmuri,perfect,சரியான,カン,,会意 Com. Ideographic,kan,-,完.gif
254,官,,宀,1981,8,4,3,Ukanmuri,government official,அரசு அதிகாரி,カン,,会意 Com. Ideographic,kan,-,官.gif
278,管,,竹,1981,14,4,2,"Take, Takekanmuri",pipe,குழாய்,カン、くだ,,形声 Phonetic,kan,kuda,管.gif
279,関,關,門,1981,14,4,3,Mongamae,related,தொடர்புடைய,カン、せき、かか-わる,,会意 Com. Ideographic,kan,"seki, kaka(waru)",関.gif
288,観,觀,見,1981,18,4,3,Miru,observe,கவனி,カン,み,形声 Phonetic,kan,-,観.gif
300,願,,頁,1981,19,4,3,Oogai,request,வேண்டுகோள்,ガン、ねが-う,,形声 Phonetic,gan,nega(u),願.gif
307,希,,巾,1981,7,4,2,"Haba, Kinben",hope,நம்பிக்கை,キ,ケ、こいねが、まれ,象形 Pictographic,ki,-,希.gif
312,季,,子,1981,8,4,2,"Ko, Kohen",seasons,பருவங்கள்,キ,すえ,会意 Com. Ideographic,ki,-,季.gif
313,紀,,糸,1981,9,4,1,"Ito, Itohen",chronicle,வரலாற்றுப் பதிவு,キ,おさ、のり,形声 Phonetic,ki,-,紀.gif
325,喜,,口,1981,12,4,3,"Kuchi, Kuchihen",rejoice,மகிழ்ச்சி கொள்,キ、よろこ-ぶ,,会意 Com. Ideographic,ki,yoroko(bu),喜.gif
333,旗,,方,1981,14,4,1,"Hoo, Hoohen",national flag,தேசிய கொடி,キ、はた,,形声 Phonetic,ki,hata,旗.gif
334,器,器 [4],口,1981,15,4,1,"Kuchi, Kuchihen",container,கொள்கலம்,キ、うつわ,,会意 Com. Ideographic,ki,utsuwa,器.gif
337,機,,木,1981,16,4,3,"Ki, Kihen",machine,இயந்திரம்,キ、はた,,形声 Phonetic,ki,hata,機.gif
349,議,,言,1981,20,4,3,"Gon, Gonben",deliberation,ஆலோசனை,ギ,,形声 Phonetic,gi,-,議.gif
369,求,,水,1981,7,4,3,"Mizu, Sanzui, Shitamizu",request,வேண்டுகோள்,キュウ、もと-める,グ,象形 Pictographic,kyuu,moto(meru),求.gif
371,泣,,水,1981,8,4,1,"Mizu, Sanzui, Shitamizu",cry,அழு,キュウ、な-く,,形声 Phonetic,kyuu,na(ku),泣.gif
376,救,,攴,1981,11,4,1,Nobun,salvation,மீட்பு,キュウ、すく-う,ク,会意 Com. Ideographic,kyuu,suku(u),救.gif
378,給,,糸,1981,12,4,3,"Ito, Itohen",salary,சம்பளம்,キュウ,たま,形声 Phonetic,kyuu,-,給.gif
387,挙,擧,手,1981,10,4,1,Te,raise,உயர்த்து,キョ、あ-げる、あ-がる,コ,会意 Com. Ideographic,kyo,"a(geru), a(garu)",挙.gif
393,漁,,水,1981,14,4,2,"Mizu, Sanzui, Shitamizu",fishing,மீன்பிடித்தல்,ギョ、リョウ,すなど、あさ,形声 Phonetic,"gyo, ryoo",-,漁.gif
395,共,,八,1981,6,4,3,Hachi,together,ஒன்றாக,キョウ、とも,,会意 Com. Ideographic,kyoo,tomo,共.gif
401,協,,十,1981,8,4,2,Juu,cooperation,ஒத்துழைப்பு,キョウ,,形声 Phonetic,kyoo,-,協.gif
416,鏡,,金,1981,19,4,1,"Kane, Kanehen",mirror,கண்ணாடி,キョウ、かがみ,,形声 Phonetic,kyoo,kagami,鏡.gif
417,競,,立,1981,20,4,2,Tatsu,compete,போட்டி செய்,キョウ、ケイ、きそ-う、せ-る,,会意 Com. Ideographic,"kyoo, kei","kiso(u), se(ru)",競.gif
426,極,,木,1981,12,4,2,"Ki, Kihen",poles,துருவங்கள்,キョク、ゴク、きわ-める、きわ-まる、きわ-み,,形声 Phonetic,"kyoku, goku","kiwa(meru), kiwa(maru), kiwa(mi)",極.gif
463,訓,,言,1981,10,4,2,"Gon, Gonben",instruction,வழிமுறை,クン,キン,形声 Phonetic,kun,-,訓.gif
466,軍,,車,1981,9,4,2,"Kuruma, Kurumahen",army,இராணுவம்,グン,いくさ,象形 Pictographic,gun,-,軍.gif
467,郡,,邑,1981,10,4,1,Oozato,county,மாவட்டம்,グン,こおり、ごおり,形声 Phonetic,gun,-,郡.gif
473,径,徑,彳,1981,8,4,1,Gyooninben,diameter,விட்டம்,ケイ,みち,形声 Phonetic,kei,-,径.gif
476,型,,土,1981,9,4,2,"Tsuchi, Tsuchihen",model,மாதிரி,ケイ、かた,,形声 Phonetic,kei,kata,型.gif
486,景,,日,1981,12,4,3,"Nichi, Nichihen",scenery,காட்சியமைப்பு,ケイ,キョウ、かげ,形声 Phonetic,kei,-,景.gif
498,芸,藝,艸,1981,7,4,2,Kusakanmuri,art,கலை,ゲイ,ゲ,会意 Com. Ideographic,gei,-,芸.gif
506,欠,缺,缶,1981,4,4,3,Akubi,lack,பற்றாக்குறை,ケツ、か-ける、か-く,あくび,形声 Phonetic,ketsu,"ka(keru), ka(ku)",欠.gif
510,結,,糸,1981,12,4,1,"Ito, Itohen",tie,கட்டு,ケツ、むす-ぶ、ゆ-う、ゆ-わえる,ケチ,形声 Phonetic,ketsu,"musu(bu), yu(u), yu(waeru)",結.gif
519,建,,廴,1981,9,4,4,Ennyoo,build,கட்டி எழுப்பு,ケン、[コン]、た-てる、た-つ,,会意 Com. Ideographic,"ken, [kon]","ta(teru), ta(tsu)",建.gif
527,健,,人,1981,11,4,2,"Hito, Ninben, Hitoyane",healthy,ஆரோக்கியமான,ケン、すこ-やか,たけ,形声 Phonetic,ken,suko(yaka),健.gif
543,験,驗,馬,1981,18,4,4,"Uma, Umahen",test,சோதனை,ケン、[ゲン],しるし,形声 Phonetic,"ken, [gen]",-,験.gif
561,固,,囗,1981,8,4,2,Kunigamae,hard,கடினம்,コ、かた-める、かた-まる、かた-い,,会意 Com. Ideographic,ko,"kata(meru), kata(maru), kata(i)",固.gif
592,功,,力,1981,5,4,1,Chikara,achievement,சாதனை,コウ、[ク],いさお,形声 Phonetic,"koo, [ku]",-,功.gif
600,好,,女,1981,6,4,3,"Onna, Onnahen",like,பிடி,コウ、この-む、す-く,よしみ、よ,会意 Com. Ideographic,koo,"kono(mu), su(ku)",好.gif
622,候,,人,1981,10,4,3,"Hito, Ninben, Hitoyane",climate,காலநிலை,コウ、そうろう,そうろ,形声 Phonetic,koo,sooroo,候.gif
625,航,,舟,1981,10,4,2,"Fune, Funehen",cruise,பயணக் கப்பல் சுற்றுலா,コウ,,形声 Phonetic,koo,-,航.gif
629,康,,广,1981,11,4,2,Madare,health,ஆரோக்கியம்,コウ,やす,会意 Com. Ideographic,koo,-,康.gif
658,告,,口,1981,7,4,3,"Kuchi, Kuchihen",tell,சொல்,コク、つ-げる,,象形 Pictographic,koku,tsu(geru),告.gif
688,差,,工,1981,10,4,3,"E, Takumihen",distinction,வேறுபாடு,サ、さ-す,,形声 Phonetic,sa,sa(su),差.gif
707,菜,,艸,1981,11,4,3,Kusakanmuri,vegetable,காய்கறி,サイ、な,,形声 Phonetic,sai,na,菜.gif
708,最,,曰,1981,12,4,3,Hirabi,most,மிகவும்,サイ、もっと-も,,会意 Com. Ideographic,sai,motto(mo),最.gif
718,材,,木,1981,7,4,2,"Ki, Kihen",lumber,மரப்பொருள்,ザイ,,形声 Phonetic,zai,-,材.gif
725,昨,,日,1981,9,4,3,"Nichi, Nichihen",previous,முன்னைய,サク,きのう,形声 Phonetic,saku,-,昨.gif
734,札,,木,1981,5,4,2,"Ki, Kihen",tag,குறிச்சீட்டு,サツ、ふだ,,会意 Com. Ideographic,satsu,fuda,札.gif
735,刷,,刀,1981,8,4,2,"Katana, Rittoo",printing,அச்சிடுதல்,サツ、す-る,はけ、ばけ,会意 Com. Ideographic,satsu,su(ru),刷.gif
738,殺,殺 [4],殳,1981,10,4,3,Rumata,kill,கொல்,サツ、[サイ]、[セツ]、ころ-す,,会意 Com. Ideographic,"satsu, [sai], [setsu]",koro(su),殺.gif
739,察,,宀,1981,14,4,3,Ukanmuri,guess,ஊகம்,サツ,,会意 Com. Ideographic,satsu,-,察.gif
746,参,參,厶,1981,8,4,3,Mu,participate,பங்கேற்று,サン、まい-る,,会意 Com. Ideographic,san,mai(ru),参.gif
750,産,,生,1981,11,4,3,Umareru,give birth,பிறப்பு அளி,サン、う-む、う-まれる、うぶ,,会意 Com. Ideographic,san,"u(mu), u(mareru), ubu",産.gif
752,散,,攴,1981,12,4,3,Nobun,scatter,சிதறு,サン、ち-る、ち-らす、ち-らかす、ち-らかる,,会意 Com. Ideographic,san,"chi(ru), chi(rasu), chi(rakasu), chi(rakaru)",散.gif
756,残,殘,歹,1981,10,4,3,Kabanehen,remainder,மீதம்,ザン、のこ-る、のこ-す,,形声 Phonetic,zan,"noko(ru), noko(su)",残.gif
759,士,,士,1981,3,4,1,Samurai,gentleman,மாண்புமிகு,シ,,象形 Pictographic,shi,-,士.gif
763,氏,,氏,1981,4,4,1,Uji,family name,குடும்பப் பெயர்,シ、うじ,,象形 Pictographic,shi,uji,氏.gif
765,史,,口,1981,5,4,2,"Kuchi, Kuchihen",history,வரலாறு,シ,ふみ,会意 Com. Ideographic,shi,-,史.gif
766,司,,口,1981,5,4,2,"Kuchi, Kuchihen",director,இயக்குநர்,シ,ス、ズ、つかさど、つかさ,会意 Com. Ideographic,shi,-,司.gif
797,試,,言,1981,13,4,4,"Gon, Gonben",test,சோதனை,シ、こころ-みる、ため-す,,形声 Phonetic,shi,"kokoro(miru), tame(su)",試.gif
813,児,兒,儿,1981,7,4,2,Hitoashi,child,குழந்தை,ジ、[ニ],こ、ご,象形 Pictographic,"ji, [ni]",-,児.gif
816,治,,水,1981,8,4,3,"Mizu, Sanzui, Shitamizu",govern,ஆட்சி செய்,ジ、チ、おさ-める、おさ-まる、なお-る、なお-す,,形声 Phonetic,"chi, ji","osa(meru), osa(maru), nao(ru), nao(su)",治.gif
821,辞,辭,辛,1981,13,4,3,Karai,resign,இராஜினாமா செய்,ジ、や-める,,会意 Com. Ideographic,ji,ya(meru),辞.gif
831,失,,大,1981,5,4,3,Dai,lose,இழ,シツ、うしな-う,,象形 Pictographic,shitsu,ushina(u),失.gif
856,借,,人,1981,10,4,4,"Hito, Ninben, Hitoyane",borrow,கடன் வாங்கு,シャク、か-りる,,形声 Phonetic,shaku,ka(riru),借.gif
874,種,,禾,1981,14,4,3,"Nogi, Nogihen",kind,அன்பான,シュ、たね,,形声 Phonetic,shu,tane,種.gif
888,周,,口,1981,8,4,2,"Kuchi, Kuchihen",circumference,சுற்றளவு,シュウ、まわ-り,ス、ズ、あまね,会意 Com. Ideographic,shuu,mawa(ri),周.gif
919,祝,祝 [4],示,1981,9,4,2,"Shimesu, Shimesuhen",celebrate,கொண்டாடு,シュク、[シュウ]、いわ-う,のりと、ほ,会意 Com. Ideographic,"shuku, [shuu]",iwa(u),祝.gif
939,順,,頁,1981,12,4,2,Oogai,obey,கீழ்ப்படி,ジュン,したが,形声 Phonetic,jun,-,順.gif
944,初,,刀,1981,7,4,3,"Katana, Rittoo",first,முதலாவது,ショ、はじ-め、はじ-めて、はつ、うい、そ-める,うぶ,会意 Com. Ideographic,sho,"haji(me), haji(mete), hatsu, ui, so(meru)",初.gif
971,松,,木,1981,8,4,1,"Ki, Kihen",pine,பைன்,ショウ、まつ,,形声 Phonetic,shoo,matsu,松.gif
980,笑,,竹,1981,10,4,3,"Take, Takekanmuri",laugh,சிரி,ショウ、わら-う、え-む,,象形 Pictographic,shoo,"wara(u), e(mu)",笑.gif
981,唱,,口,1981,11,4,1,"Kuchi, Kuchihen",chant,பாடு,ショウ、とな-える,うた,形声 Phonetic,shoo,tona(eru),唱.gif
990,焼,燒,火,1981,12,4,2,"Hi, Hihen, Renga",bake,சுடு,ショウ、や-く、や-ける,,形声 Phonetic,shoo,"ya(ku), ya(keru)",焼.gif
996,象,,豕,1981,12,4,2,Inoko,elephant,யானை,ショウ、ゾウ,に,象形 Pictographic,"shoo, zoo",-,象.gif
999,照,,火,1981,13,4,2,"Hi, Hihen, Renga",illuminate,ஒளியூட்டு,ショウ、て-る、て-らす、て-れる,,形声 Phonetic,shoo,"te(ru), te(rasu), te(reru)",照.gif
1005,賞,,貝,1981,15,4,2,"Kai, Kaihen",prize,பரிசு,ショウ,,形声 Phonetic,shoo,-,賞.gif
1044,臣,,臣,1981,7,4,2,Shin,retainer,சேவைமகன்,シン、ジン,おみ,象形 Pictographic,"shin, jin",-,臣.gif
1049,信,,人,1981,9,4,3,"Hito, Ninben, Hitoyane",trust,நம்பிக்கை,シン,の,会意 Com. Ideographic,shin,-,信.gif
1108,成,,戈,1981,6,4,3,"Hokogamae, Hokozukuri",become,ஆகு,セイ、[ジョウ]、な-る、な-す,,会意 Com. Ideographic,"sei, [joo]","na(ru), na(su)",成.gif
1120,省,,目,1981,9,4,2,"Me, Mehen",government ministry,அரசு அமைச்சகம்,セイ、ショウ、かえり-みる、はぶ-く,,形声 Phonetic,"sei, shoo","kaeri(miru), habu(ku)",省.gif
1123,清,,水,1981,11,4,2,"Mizu, Sanzui, Shitamizu",pure,தூய,セイ、[ショウ]、きよ-い、きよ-まる、きよ-める,シン、すず、す,形声 Phonetic,"sei, [shoo]","kiyo(i), kiyo(maru), kiyo(meru)",清.gif
1133,静,靜,靑,1981,14,4,3,"Ao, Aohen",quiet,அமைதி,セイ、[ジョウ]、しず、しず-か、しず-まる、しず-める,,会意 Com. Ideographic,"sei, [joo]","shizu, shizu(ka), shizu(maru), shizu(meru)",静.gif
1144,席,,巾,1981,10,4,3,"Haba, Kinben",seat,இருக்கை,セキ,し,会意 Com. Ideographic,seki,-,席.gif
1151,積,,禾,1981,16,4,3,"Nogi, Nogihen",accumulate,திரட்டு,セキ、つ-む、つ-もる,シャク,形声 Phonetic,seki,"tsu(mu), tsu(moru)",積.gif
1155,折,,手,1981,7,4,3,Tehen,fold,மடக்கு,セツ、お-る、おり、お-れる,,会意 Com. Ideographic,setsu,"o(ru), ori, o(reru)",折.gif
1162,節,節 [4],竹,1981,13,4,2,"Take, Takekanmuri",node,முடிச்சு,セツ、[セチ]、ふし,,形声 Phonetic,"setsu, [sechi]",fushi,節.gif
1163,説,,言,1981,14,4,3,"Gon, Gonben",theory,கோட்பாடு,セツ、[ゼイ]、と-く,,形声 Phonetic,"setsu, [zei]",to(ku),説.gif
1174,浅,淺,水,1981,9,4,2,"Mizu, Sanzui, Shitamizu",shallow,அடர்ந்த,セン、あさ-い,,形声 Phonetic,sen,asa(i),浅.gif
1181,戦,戰,戈,1981,13,4,3,"Hokogamae, Hokozukuri",war,போர்,セン、いくさ、たたか-う,おのの,会意 Com. Ideographic,sen,"ikusa, tataka(u)",戦.gif
1192,選,,辵,1981,15,4,3,Shinnyoo,choose,தேர்ந்தெடு,セン、えら-ぶ,,形声 Phonetic,sen,era(bu),選.gif
1199,然,,火,1981,12,4,3,"Hi, Hihen, Renga",so,ஆகையால்,ゼン、ネン,しか,会意 Com. Ideographic,"zen, nen",-,然.gif
1220,争,爭,爪,1981,6,4,3,Ku,conflict,மோதல்,ソウ、あらそ-う,,会意 Com. Ideographic,soo,araso(u),争.gif
1227,倉,,人,1981,10,4,1,"Hito, Ninben, Hitoyane",warehouse,களஞ்சியம்,ソウ、くら,,象形 Pictographic,soo,kura,倉.gif
1231,巣,巢,巛,1981,11,4,1,Tsukanmuri,nest,கூடு,ソウ、す,,象形 Pictographic,soo,su,巣.gif
1262,束,,木,1981,7,4,3,"Ki, Kihen",bundle,மூட்டை,ソク、たば,つか、づか,象形 Pictographic,soku,taba,束.gif
1269,側,,人,1981,11,4,3,"Hito, Ninben, Hitoyane",side,பக்கம்,ソク、がわ,そば,形声 Phonetic,soku,gawa,側.gif
1275,続,續,糸,1981,13,4,3,"Ito, Itohen",continue,தொடர்ந்து செய்,ゾク、つづ-く、つづ-ける,,形声 Phonetic,zoku,"tsuzu(ku), tsuzu(keru)",続.gif
1276,卒,,十,1981,8,4,2,Juu,graduate,பட்டம் பெற,ソツ,,象形 Pictographic,sotsu,-,卒.gif
1280,孫,,子,1981,10,4,2,"Ko, Kohen",grandchild,பேரக்குழந்தை,ソン、まご,,会意 Com. Ideographic,son,mago,孫.gif
1301,帯,帶,巾,1981,10,4,2,"Haba, Kinben",sash,பட்டை ,タイ、お-びる、おび,,象形 Pictographic,tai,"o(biru), obi",帯.gif
1308,隊,,阜,1981,12,4,1,Kozatohen,group,குழு,タイ,,会意 Com. Ideographic,tai,-,隊.gif
1328,達,,辵,1981,12,4,3,Shinnyoo,attain,அடை,タツ,ダチ、ダッ,形声 Phonetic,tatsu,-,達.gif
1336,単,單,口,1981,9,4,3,Tsukanmuri,simple,எளிய,タン,ひとえ,象形 Pictographic,tan,-,単.gif
1364,置,,网,1981,13,4,3,Amigashira,put,வைக்க,チ、お-く,,形声 Phonetic,chi,o(ku),置.gif
1377,仲,,人,1981,6,4,2,"Hito, Ninben, Hitoyane",relationship,உறவு,チュウ、なか,,形声 Phonetic,chuu,naka,仲.gif
1391,貯,,貝,1981,12,4,2,"Kai, Kaihen",savings,சேமிப்பு,チョ,たくわ,形声 Phonetic,cho,-,貯.gif
1395,兆,,儿,1981,6,4,2,Hitoashi,"portent, trillion","சகுனம், ஒரு லட்சம் கோடி",チョウ、きざ-す、きざ-し,,象形 Pictographic,choo,"kiza(su), kiza(shi)",兆.gif
1409,腸,,肉,1981,13,4,1,"Niku, Nikuzuki",intestines,குடல்கள்,チョウ,はらわた,形声 Phonetic,choo,-,腸.gif
1437,低,,人,1981,7,4,3,"Hito, Ninben, Hitoyane",low,தாழ்,テイ、ひく-い、ひく-める、ひく-まる,,形声 Phonetic,tei,"hiku(i), hiku(meru), hiku(maru)",低.gif
1442,底,,广,1981,8,4,2,Madare,bottom,அடி,テイ、そこ,,形声 Phonetic,tei,soko,底.gif
1451,停,,人,1981,11,4,2,"Hito, Ninben, Hitoyane",halt,நிறுத்து,テイ,,形声 Phonetic,tei,-,停.gif
1460,的,,白,1981,8,4,4,Shiro,target,இலக்கு,テキ、まと,,形声 Phonetic,teki,mato,的.gif
1473,典,,八,1981,8,4,1,Hachi,code,குறியீடு,テン,のり、つね,会意 Com. Ideographic,ten,-,典.gif
1481,伝,傳,人,1981,6,4,3,"Hito, Ninben, Hitoyane",transmit,பரப்பு,デン、つた-わる、つた-える、つた-う,テン,会意 Com. Ideographic,den,"tsuta(waru), tsuta(eru), tsuta(u)",伝.gif
1487,徒,,彳,1981,10,4,3,Gyooninben,junior,இளைய,ト,いたず、かち,形声 Phonetic,to,-,徒.gif
1495,努,,力,1981,7,4,3,Chikara,toil,உழைப்பு,ド、つと-める,,形声 Phonetic,do,tsuto(meru),努.gif
1500,灯,燈,火,1981,6,4,2,"Hi, Hihen, Renga",lamp,விளக்கு,トウ、ひ,ドン、ともしび、あかし,形声 Phonetic,too,hi,灯.gif
1540,堂,,土,1981,11,4,4,"Tsuchi, Tsuchihen",public chamber,பொது மன்றம்,ドウ,,形声 Phonetic,doo,-,堂.gif
1543,働,,人,1981,13,4,3,"Hito, Ninben, Hitoyane",work,வேலை,ドウ、はたら-く,,形声 Phonetic,doo,hatara(ku),働.gif
1549,特,,牛,1981,10,4,4,"Ushi, Ushihen",special,சிறப்பு,トク,,形声 Phonetic,toku,-,特.gif
1550,得,,彳,1981,11,4,3,Gyooninben,acquire,பெறு,トク、え-る、う-る,,会意 Com. Ideographic,toku,"e(ru), u(ru)",得.gif
1554,毒,,毋,1981,8,4,2,"Haha, Hahanokan",poison,விஷம்,ドク,,象形 Pictographic,doku,-,毒.gif
1592,熱,,火,1981,15,4,3,"Hi, Hihen, Renga",heat,சூடு,ネツ、あつ-い,,会意 Com. Ideographic,netsu,atsu(i),熱.gif
1594,念,,心,1981,8,4,3,"Kokoro, Risshinben, Shitagokoro",thought,சிந்தனை,ネン,,形声 Phonetic,nen,-,念.gif
1619,敗,,攴,1981,11,4,3,Nobun,failure,தோல்வி,ハイ、やぶ-れる,,会意 Com. Ideographic,hai,yabu(reru),敗.gif
1624,梅,梅 [4],木,1981,10,4,1,"Ki, Kihen",ume (Japanese apricot),ஜப்பானிய அப்ரிகாட்,バイ、うめ,メ,形声 Phonetic,bai,ume,梅.gif
1637,博,,十,1981,12,4,1,Juu,Dr.,டாக்டர்,ハク、[バク],ひろ,形声 Phonetic,"haku, [baku]",-,博.gif
1672,飯,,食,1981,12,4,4,"Shoku, Shokuhen",meal,உணவு,ハン、めし,いい,形声 Phonetic,han,meshi,飯.gif
1693,飛,,飛,1981,9,4,3,Tobu,fly,பற,ヒ、と-ぶ、と-ばす,,象形 Pictographic,hi,"to(bu), to(basu)",飛.gif
1699,費,,貝,1981,12,4,3,"Kai, Kaihen",expense,செலவு,ヒ、つい-やす、つい-える,,形声 Phonetic,hi,"tsui(yasu), tsui(eru)",費.gif
1712,必,,心,1981,5,4,3,"Kokoro, Risshinben, Shitagokoro",without fail,நிச்சயமாக,ヒツ、かなら-ず,,象形 Pictographic,hitsu,kanara(zu),必.gif
1720,票,,示,1981,11,4,1,"Shimesu, Shimesuhen",ballot,வாக்குச்சீட்டு,ヒョウ,,会意 Com. Ideographic,hyoo,-,票.gif
1723,標,,木,1981,15,4,2,"Ki, Kihen",signpost,மைல்கல்,ヒョウ,,形声 Phonetic,hyoo,-,標.gif
1736,不,,一,1981,4,4,4,Fu,non-,எதிர்-,フ、ブ,,仮借 Loan,"fu, bu",-,不.gif
1737,夫,,大,1981,4,4,3,Dai,husband,கணவன்,フ、[フウ]、おっと,か,象形 Pictographic,"fu, [fuu]",otto,夫.gif
1739,付,,人,1981,5,4,3,"Hito, Ninben, Hitoyane",attach,இணை,フ、つ-ける、つ-く,,会意 Com. Ideographic,fu,"tsu(keru), tsu(ku)",付.gif
1742,府,,广,1981,8,4,2,Madare,urban prefecture,நகரப் பிரிவு,フ,,形声 Phonetic,fu,-,府.gif
1767,副,,刀,1981,11,4,2,"Katana, Rittoo",vice,துணை,フク,フ、そ、ぞ,形声 Phonetic,fuku,-,副.gif
1778,粉,,米,1981,10,4,2,"Kome, Komehen",flour,மாவு,フン、こ、こな,,形声 Phonetic,fun,"ko,kona",粉.gif
1790,兵,,八,1981,7,4,2,Hachi,soldier,சிப்பாய்,ヘイ、ヒョウ,つわもの,会意 Com. Ideographic,"hei, hyoo",-,兵.gif
1805,別,,刀,1981,7,4,4,"Katana, Rittoo",separate,பிரி,ベツ、わか-れる,,会意 Com. Ideographic,betsu,waka(reru),別.gif
1808,辺,邊,辵,1981,5,4,2,Shinnyoo,environs,சுற்றுப்புறம்,ヘン、あた-り、べ,ふち、は、へ,形声 Phonetic,hen,"ata(ri), be",辺.gif
1810,変,變,言,1981,9,4,3,Suinyoo,change,மாற்று,ヘン、か-わる、か-える,,会意 Com. Ideographic,hen,"ka(waru), ka(eru)",変.gif
1815,便,,人,1981,9,4,3,"Hito, Ninben, Hitoyane",convenience,வசதி,ベン、ビン、たよ-り,,会意 Com. Ideographic,"ben, bin",tayo(ri),便.gif
1830,包,,勹,1981,5,4,2,Tsutsumigamae,wrap,சுற்று,ホウ、つつ-む,,象形 Pictographic,hoo,tsutsu(mu),包.gif
1837,法,,水,1981,8,4,3,"Mizu, Sanzui, Shitamizu",method,முறை,ホウ、[ハッ]、[ホッ],のっと、のり,会意 Com. Ideographic,"hoo, [haQ], [hoQ]",-,法.gif
1865,望,,月,1981,11,4,3,"Tsuki, Tsukihen",hope,நம்பிக்கை,ボウ、モウ、のぞ-む,もち,形声 Phonetic,"boo, moo",nozo(mu),望.gif
1878,牧,,牛,1981,8,4,1,"Ushi, Ushihen",breed,இனப்பெருக்கு,ボク、まき,モク、か、が,会意 Com. Ideographic,boku,maki,牧.gif
1904,末,,木,1981,5,4,3,"Ki, Kihen",end,முடிவு,マツ、バツ、すえ,,指事 Ideographic,"matsu, batsu",sue,末.gif
1907,満,滿,水,1981,12,4,3,"Mizu, Sanzui, Shitamizu",full,நிறைந்த,マン、み-ちる、み-たす,,形声 Phonetic,man,"mi(chiru), mi(tasu)",満.gif
1910,未,,木,1981,5,4,3,"Ki, Kihen",not yet,இன்னும் இல்லை,ミ,ひつじ、いま,象形 Pictographic,mi,-,未.gif
1916,脈,,肉,1981,10,4,1,"Niku, Nikuzuki",vein,நரம்பு,ミャク,,会意 Com. Ideographic,myaku,-,脈.gif
1918,民,,氏,1981,5,4,3,Uji,people,மக்கள்,ミン、たみ,,象形 Pictographic,min,tami,民.gif
1922,無,,火,1981,12,4,2,"Hi, Hihen, Renga",nothing,எதுவும் இல்லை,ム、ブ、な-い,,仮借 Loan,"mu, bu",na(i),無.gif
1958,約,,糸,1981,9,4,3,"Ito, Itohen",promise,வாக்குறுதி,ヤク,,形声 Phonetic,yaku,-,約.gif
1973,勇,,力,1981,9,4,2,Chikara,courage,துணிவு,ユウ、いさ-む,ユ,形声 Phonetic,yuu,isa(mu),勇.gif
1996,要,,襾,1981,9,4,3,Nishi,need,தேவை,ヨウ、かなめ、い-る,,象形 Pictographic,yoo,"kaname, i(ru)",要.gif
2009,養,,食,1981,15,4,1,"Shoku, Shokuhen",foster,வளர்த்து பேணி காக்க,ヨウ、やしな-う,,形声 Phonetic,yoo,yashina(u),養.gif
